import time: self [us] | cumulative | imported package
import time:       484 |        484 |                                                     torch.distributed.fsdp._limiter_utils
import time:       718 |        718 |                                                     torch.distributed.fsdp.wrap
import time:       845 |        845 |                                                           torch.distributed.tensor.parallel.style
import time:       587 |       1432 |                                                         torch.distributed.tensor.parallel.api
import time:       652 |        652 |                                                         torch.distributed.tensor.parallel.loss
import time:       511 |       2595 |                                                       torch.distributed.tensor.parallel
import time:       461 |        461 |                                                       torch.distributed.tensor.parallel._data_parallel_utils
import time:       645 |       3699 |                                                     torch.distributed.tensor.parallel.fsdp
import time:       181 |        181 |                                                     torchdistx
import time:      1286 |       7152 |                                                   torch.distributed.fsdp._init_utils
import time:      1271 |       1271 |                                                   torch.distributed.fsdp._runtime_utils
import time:      1239 |       1239 |                                                   torch.distributed.fsdp._wrap_utils
import time:       853 |        853 |                                                       torch.cuda._pin_memory_utils
import time:      1458 |       2310 |                                                     torch.distributed._state_dict_utils
import time:       862 |        862 |                                                     torch.distributed.fsdp._debug_utils
import time:      3329 |       6501 |                                                   torch.distributed.fsdp._optim_utils
import time:       666 |        666 |                                                     torch.distributed.fsdp._unshard_param_utils
import time:      1082 |       1747 |                                                   torch.distributed.fsdp._state_dict_utils
import time:      1722 |      22038 |                                                 torch.distributed.fsdp.fully_sharded_data_parallel
import time:       520 |     377006 |                                               torch.distributed.fsdp
import time:        23 |     377029 |                                             torch.distributed.fsdp._fully_shard
import time:      4736 |       4736 |                                             torch._higher_order_ops.triton_kernel_wrap
import time:      2415 |     391790 |                                           torch._dynamo.variables.functions
import time:      1447 |       1447 |                                           torch._dynamo.variables.iter
import time:      1651 |     396229 |                                         torch._dynamo.variables.lists
import time:      3832 |     400061 |                                       torch._dynamo.variables.misc
import time:      1122 |       1122 |                                           torch._dynamo.variables.lazy
import time:      1135 |       2256 |                                         torch._dynamo.variables.nn_module
import time:       920 |        920 |                                         torch._dynamo.variables.script_object
import time:     17255 |      17255 |                                                 torch._functorch._aot_autograd.descriptors
import time:      2188 |       2188 |                                                 torch._functorch._aot_autograd.functional_utils
import time:     12398 |      12398 |                                                 torch._functorch._aot_autograd.schemas
import time:      1176 |       1176 |                                                 torch._functorch._aot_autograd.subclass_utils
import time:       899 |      33914 |                                               torch._functorch._aot_autograd.collect_metadata_analysis
import time:      1929 |       1929 |                                                 torch._decomp.decompositions_for_rng
import time:       825 |        825 |                                                 torch._functorch._aot_autograd.logging_utils
import time:      1923 |       4676 |                                               torch._functorch._aot_autograd.graph_capture_wrappers
import time:      2268 |       2268 |                                               torch._functorch._aot_autograd.input_output_analysis
import time:      9802 |      50659 |                                             torch._functorch._aot_autograd.runtime_wrappers
import time:      1233 |      51892 |                                           torch._dynamo.compiled_autograd
import time:     17046 |      17046 |                                           torch._dynamo._trace_wrapped_higher_order_op
import time:      2091 |      71028 |                                         torch._dynamo.variables.tensor
import time:      2337 |       2337 |                                           torch._dynamo.variables.ctx_manager
import time:      1549 |       3885 |                                         torch._dynamo.variables.torch_function
import time:      2258 |      80345 |                                       torch._dynamo.codegen
import time:      1523 |     481929 |                                     torch._dynamo.side_effects
import time:      2607 |       2607 |                                     torch._dynamo.variables.builtin
import time:       950 |        950 |                                     torch._dynamo.variables.distributed
import time:      1950 |       1950 |                                       torch._dynamo.variables.invoke_subgraph
import time:      3356 |       5306 |                                     torch._dynamo.variables.higher_order_ops
import time:       675 |        675 |                                     torch._dynamo.variables.optimizer
import time:       518 |        518 |                                     torch._dynamo.variables.sdpa
import time:     16129 |      16129 |                                     torch._dynamo.variables.streams
import time:      2023 |       2023 |                                     torch._dynamo.variables.torch
import time:      3019 |     523419 |                                   torch._dynamo.variables.builder
import time:      1231 |     565126 |                                 torch._dynamo.variables.base
import time:       694 |     565820 |                               torch._dynamo.variables
import time:      9484 |     618212 |                             torch._dynamo.trace_rules
import time:       700 |        700 |                                   torch._dynamo.graph_region_tracker
import time:       596 |       1295 |                                 torch._dynamo.graph_deduplication
import time:       591 |        591 |                                 torch._dynamo.graph_id_filter
import time:      5073 |       6959 |                               torch._dynamo.output_graph
import time:      1198 |       8156 |                             torch._dynamo.comprehension_graph_break
import time:       586 |        586 |                             torch._dynamo.funcname_cache
import time:     19900 |    1427690 |                           torch._dynamo.symbolic_convert
import time:       775 |        775 |                             torch._dynamo.comptime
import time:      2412 |       3186 |                           torch._dynamo.decorators
import time:      1617 |       1617 |                           torch._dynamo.cache_size
import time:      5284 |    1459370 |                         torch._dynamo.convert_frame
import time:      6456 |       6456 |                         torch._dynamo.package
import time:      3377 |    1469202 |                       torch._dynamo.aot_compile
import time:      1844 |       1844 |                       torch._dynamo.bytecode_debugger
import time:      1203 |       1203 |                       torch._dynamo.functional_export
import time:      1022 |       1022 |                         torch.onnx.errors
import time:       405 |        405 |                             torch.onnx.ops._dtype_mappings
import time:      9332 |       9737 |                           torch.onnx.ops._impl
import time:     11447 |      11447 |                           torch.onnx.ops._symbolic_impl
import time:       705 |      21888 |                         torch.onnx.ops
import time:       819 |        819 |                             torch.onnx._internal
import time:       629 |       1448 |                           torch.onnx._internal.exporter
import time:       554 |       2001 |                         torch.onnx._internal.exporter._exportable_module
import time:       405 |        405 |                             torch.onnx._internal._lazy_import
import time:       421 |        421 |                             torch.onnx._internal.exporter._dynamic_shapes
import time:       339 |        339 |                               torch.onnx._internal.exporter._constants
import time:       415 |        754 |                             torch.onnx._internal.exporter._ir_passes
import time:       642 |       2221 |                           torch.onnx._internal.exporter._onnx_program
import time:       616 |       2837 |                         torch.onnx._internal.exporter._input_observer
import time:       379 |        379 |                         torch.onnx._internal.torchscript_exporter
import time:       847 |        847 |                           torch.onnx._constants
import time:      4263 |       4263 |                           torch.onnx._internal.torchscript_exporter._type_utils
import time:       738 |        738 |                             torch.onnx._internal.torchscript_exporter.registration
import time:       448 |        448 |                             torch.onnx._internal.torchscript_exporter._globals
import time:      1590 |       2775 |                           torch.onnx._internal.torchscript_exporter.jit_utils
import time:       495 |        495 |                             torch.onnx._internal.torchscript_exporter.onnx_proto_utils
import time:       899 |       1394 |                           torch.onnx._internal.torchscript_exporter.utils
import time:      1526 |      10803 |                         torch.onnx._internal.torchscript_exporter.symbolic_helper
import time:      3478 |       3478 |                           torch.onnx._internal.torchscript_exporter.symbolic_opset9
import time:      1035 |       4513 |                         torch.onnx._internal.torchscript_exporter.symbolic_opset10
import time:      1012 |       1012 |                         torch._functorch.make_functional
import time:     34717 |      79169 |                       torch._dynamo.polyfills.loader
import time:      2638 |    1554054 |                     transformers.integrations.sonicmoe
import time:      2293 |    1556347 |                   transformers.integrations.moe
import time:      1773 |    2037490 |                 transformers.integrations.finegrained_fp8
import time:       577 |        577 |                 transformers.integrations.flash_paged
import time:      1062 |       1062 |                     torch.nn.attention._utils
import time:      3156 |       4218 |                   torch.nn.attention.flex_attention
import time:       816 |       5033 |                 transformers.integrations.flex_attention
import time:       748 |        748 |                 transformers.integrations.sdpa_attention
import time:       473 |        473 |                 transformers.integrations.sdpa_paged
import time:       412 |        412 |                   transformers.loss
import time:       443 |        443 |                               PIL.GimpGradientFile
import time:       370 |        370 |                               PIL.GimpPaletteFile
import time:       456 |        456 |                               PIL.ImageColor
import time:       353 |        353 |                               PIL.PaletteFile
import time:       557 |       2177 |                             PIL.ImagePalette
import time:       832 |       3009 |                           PIL.ImageOps
import time:      2767 |       5775 |                         transformers.image_utils
import time:       848 |       6623 |                       transformers.image_transforms
import time:       660 |       7282 |                     transformers.loss.loss_for_object_detection
import time:       686 |        686 |                     transformers.loss.loss_rt_detr
import time:       563 |       8530 |                   transformers.loss.loss_d_fine
import time:       632 |        632 |                   transformers.loss.loss_deformable_detr
import time:       520 |        520 |                   transformers.loss.loss_deimv2
import time:      1067 |       1067 |                   transformers.loss.loss_grounding_dino
import time:      1304 |       1304 |                   transformers.loss.loss_lw_detr
import time:      1125 |       1125 |                   transformers.loss.loss_rf_detr
import time:       801 |        801 |                   transformers.loss.loss_tdt
import time:       786 |      15174 |                 transformers.loss.loss_utils
import time:       991 |        991 |                   transformers.utils.output_capturing
import time:       604 |       1594 |                 transformers.monkey_patching
import time:       578 |        578 |                 transformers.pytorch_utils
import time:       569 |        569 |                 transformers.safetensors_conversion
import time:       617 |        617 |                   sentence_transformers.base.evaluation.evaluator
import time:       391 |        391 |                   sentence_transformers.base.evaluation.sequential
import time:       551 |       1558 |                 sentence_transformers.base.evaluation
import time:       162 |        162 |                       torchcodec
import time:        29 |        190 |                     torchcodec.decoders
import time:       690 |        879 |                   sentence_transformers.base.modality_types
import time:       139 |        139 |                     torchcodec
import time:        21 |        159 |                   torchcodec.decoders
import time:       556 |       1593 |                 sentence_transformers.base.modality
import time:      3417 |       3417 |                   transformers.trainer_utils
import time:      1188 |       1188 |                     transformers.debug_utils
import time:      9987 |      11174 |                   transformers.training_args
import time:      1303 |       1303 |                         transformers.cache_utils
import time:       710 |        710 |                         transformers.masking_utils
import time:       733 |        733 |                         transformers.tokenization_python
import time:      1120 |       1120 |                         transformers.generation.candidate_generator
import time:       663 |        663 |                         transformers.generation.stopping_criteria
import time:      4946 |       9474 |                       transformers.models.auto.auto_factory
import time:     12492 |      21966 |                     transformers.models.auto.modeling_auto
import time:      1590 |      23555 |                   transformers.modelcard
import time:       178 |        178 |                       xxhash
import time:      1293 |       1470 |                     sentence_transformers.base.sampler
import time:      6428 |       7897 |                   sentence_transformers.base.training_args
import time:       140 |        140 |                     torchcodec
import time:        32 |        172 |                   torchcodec.decoders
import time:       114 |        114 |                     torchcodec
import time:        17 |        131 |                   torchcodec.decoders
import time:      8150 |      54494 |                 sentence_transformers.base.model_card
import time:       983 |        983 |                     sentence_transformers.base.modules.module
import time:      1211 |       2193 |                   sentence_transformers.base.modules.dense
import time:       731 |        731 |                   sentence_transformers.base.modules.input_module
import time:       804 |        804 |                   sentence_transformers.base.modules.router
import time:       849 |        849 |                     transformers.feature_extraction_utils
import time:      1092 |       1092 |                       transformers.image_processing_base
import time:      2195 |       2195 |                         transformers.audio_utils
import time:      1663 |       1663 |                           transformers.video_utils
import time:       942 |       2605 |                         transformers.utils.type_validators
import time:    121360 |     126158 |                       transformers.processing_utils
import time:      1345 |     128594 |                     transformers.image_processing_utils
import time:      1004 |       1004 |                       transformers.image_processing_backends
import time:      1092 |       2096 |                     transformers.video_processing_utils
import time:       926 |        926 |                     transformers.models.auto.feature_extraction_auto
import time:      1396 |       1396 |                     transformers.models.auto.image_processing_auto
import time:       937 |        937 |                       transformers.models.encoder_decoder
import time:       429 |        429 |                         tokenizers.trainers
import time:      1094 |       1523 |                       transformers.tokenization_utils_tokenizers
import time:      4004 |       6463 |                     transformers.models.auto.tokenization_auto
import time:       721 |        721 |                     transformers.models.auto.video_processing_auto
import time:      1600 |       1600 |                     transformers.models.siglip
import time:     84485 |     227128 |                   sentence_transformers.base.modules.transformer
import time:       808 |     231662 |                 sentence_transformers.base.modules
import time:       548 |        548 |                 sentence_transformers.base.peft_mixin
import time:      8752 |    2398779 |               sentence_transformers.base.model
import time:      4031 |       4031 |                     transformers.data.data_collator
import time:       624 |        624 |                     transformers.data.metrics
import time:      1302 |       1302 |                         transformers.data.processors.utils
import time:       842 |       2144 |                       transformers.data.processors.glue
import time:      1649 |       1649 |                           transformers.models.bert
import time:       757 |       2405 |                         transformers.models.bert.tokenization_bert_legacy
import time:       681 |       3086 |                       transformers.data.processors.squad
import time:       441 |        441 |                       transformers.data.processors.xnli
import time:       510 |       6180 |                     transformers.data.processors
import time:       572 |      11406 |                   transformers.data
import time:        28 |      11433 |                 transformers.data.data_collator
import time:       466 |        466 |                 transformers.feature_extraction_sequence_utils
import time:       481 |        481 |                 transformers.hyperparameter_search
import time:       370 |        370 |                 transformers.integrations.liger
import time:       328 |        328 |                 transformers.integrations.neftune
import time:       415 |        415 |                 transformers.integrations.tpu
import time:      1859 |       1859 |                   transformers.trainer_pt_utils
import time:       700 |       2559 |                 transformers.optimization
import time:      1331 |       1331 |                 transformers.trainer_optimizer
import time:      3421 |      20800 |               sentence_transformers.base.trainer
import time:       511 |    2421073 |             sentence_transformers.base
import time:        32 |    2421105 |           sentence_transformers.base.sampler
import time:       944 |        944 |             sentence_transformers.cross_encoder.data_collator
import time:      7154 |       7154 |                 sentence_transformers.cross_encoder.training_args
import time:      1045 |       1045 |                       sentence_transformers.sentence_transformer.data_collator
import time:       881 |        881 |                                 sentence_transformers.sentence_transformer.modules.tokenizer.word
import time:       539 |       1420 |                               sentence_transformers.sentence_transformer.modules.tokenizer.phrase
import time:       685 |        685 |                               sentence_transformers.sentence_transformer.modules.tokenizer.whitespace
import time:       404 |       2508 |                             sentence_transformers.sentence_transformer.modules.tokenizer
import time:       593 |       3101 |                           sentence_transformers.sentence_transformer.modules.bow
import time:       670 |        670 |                           sentence_transformers.sentence_transformer.modules.clip_model
import time:       577 |        577 |                           sentence_transformers.sentence_transformer.modules.cnn
import time:       523 |        523 |                           sentence_transformers.sentence_transformer.modules.dropout
import time:       489 |        489 |                           sentence_transformers.sentence_transformer.modules.layer_norm
import time:       527 |        527 |                           sentence_transformers.sentence_transformer.modules.lstm
import time:       398 |        398 |                           sentence_transformers.sentence_transformer.modules.normalize
import time:       549 |        549 |                           sentence_transformers.sentence_transformer.modules.pooling
import time:       555 |        555 |                           sentence_transformers.sentence_transformer.modules.static_embedding
import time:       501 |        501 |                           sentence_transformers.sentence_transformer.modules.weighted_layer_pooling
import time:       503 |        503 |                           sentence_transformers.sentence_transformer.modules.word_embeddings
import time:       409 |        409 |                           sentence_transformers.sentence_transformer.modules.word_weights
import time:       675 |       9474 |                         sentence_transformers.sentence_transformer.modules
import time:       529 |        529 |                                     sentence_transformers.sentence_transformer.readers.input_example
import time:       397 |        397 |                                     sentence_transformers.sentence_transformer.readers.label_sentence
import time:       381 |        381 |                                     sentence_transformers.sentence_transformer.readers.nli_data
import time:       337 |        337 |                                     sentence_transformers.sentence_transformer.readers.paired_files
import time:       358 |        358 |                                     sentence_transformers.sentence_transformer.readers.sts_data
import time:       312 |        312 |                                     sentence_transformers.sentence_transformer.readers.triplet
import time:       394 |       2706 |                                   sentence_transformers.sentence_transformer.readers
import time:        26 |       2732 |                                 sentence_transformers.sentence_transformer.readers.input_example
import time:       493 |       3225 |                               sentence_transformers.sentence_transformer.datasets.denoising_auto_encoder
import time:       316 |        316 |                               sentence_transformers.sentence_transformer.datasets.no_duplicates_dataloader
import time:       471 |        471 |                               sentence_transformers.sentence_transformer.datasets.parallel_sentences
import time:       494 |        494 |                               sentence_transformers.sentence_transformer.datasets.sentence_label
import time:       363 |        363 |                               sentence_transformers.sentence_transformer.datasets.sentences
import time:       435 |       5301 |                             sentence_transformers.sentence_transformer.datasets
import time:        40 |       5341 |                           sentence_transformers.sentence_transformer.datasets.no_duplicates_dataloader
import time:       367 |        367 |                           sentence_transformers.sentence_transformer.deprecated_model_card_templates
import time:      7065 |       7065 |                           sentence_transformers.sentence_transformer.training_args
import time:      1278 |      14049 |                         sentence_transformers.sentence_transformer.fit_mixin
import time:       942 |        942 |                         sentence_transformers.sentence_transformer.model_card
import time:      1142 |      25606 |                       sentence_transformers.sentence_transformer.model
import time:       920 |        920 |                       sentence_transformers.sentence_transformer.trainer
import time:       714 |      28283 |                     sentence_transformers.sentence_transformer
import time:        25 |      28308 |                   sentence_transformers.sentence_transformer.datasets
import time:        33 |      28341 |                 sentence_transformers.sentence_transformer.datasets.no_duplicates_dataloader
import time:       892 |      36386 |               sentence_transformers.cross_encoder.fit_mixin
import time:      1849 |       1849 |               sentence_transformers.cross_encoder.model_card
import time:       517 |        517 |                   sentence_transformers.cross_encoder.modules.logit_score
import time:       460 |        976 |                 sentence_transformers.cross_encoder.modules
import time:        33 |       1009 |               sentence_transformers.cross_encoder.modules.logit_score
import time:       800 |      40043 |             sentence_transformers.cross_encoder.model
import time:       553 |        553 |                 sentence_transformers.cross_encoder.losses.adr_mse
import time:       389 |        389 |                 sentence_transformers.cross_encoder.losses.binary_cross_entropy
import time:       392 |        392 |                   sentence_transformers.cross_encoder.losses.multiple_negatives_ranking
import time:       476 |        868 |                 sentence_transformers.cross_encoder.losses.cached_multiple_negatives_ranking
import time:       411 |        411 |                 sentence_transformers.cross_encoder.losses.cross_entropy
import time:       551 |        551 |                 sentence_transformers.cross_encoder.losses.lambda_loss
import time:       399 |        399 |                   sentence_transformers.cross_encoder.losses.plist_mle
import time:       392 |        791 |                 sentence_transformers.cross_encoder.losses.list_mle
import time:       393 |        393 |                 sentence_transformers.cross_encoder.losses.list_net
import time:       342 |        342 |                 sentence_transformers.cross_encoder.losses.margin_mse
import time:       352 |        352 |                 sentence_transformers.cross_encoder.losses.mse
import time:       347 |        347 |                 sentence_transformers.cross_encoder.losses.rank_net
import time:       501 |       5492 |               sentence_transformers.cross_encoder.losses
import time:      3680 |       9171 |             sentence_transformers.cross_encoder.trainer
import time:       586 |      50742 |           sentence_transformers.cross_encoder
import time:      1432 |       1432 |             sentence_transformers.sparse_encoder.data_collator
import time:       553 |        553 |                   sentence_transformers.sparse_encoder.modules.mlm_transformer
import time:       518 |        518 |                   sentence_transformers.sparse_encoder.modules.sparse_auto_encoder
import time:       508 |        508 |                   sentence_transformers.sparse_encoder.modules.sparse_static_embedding
import time:       444 |        444 |                   sentence_transformers.sparse_encoder.modules.splade_pooling
import time:       523 |       2543 |                 sentence_transformers.sparse_encoder.modules
import time:      1894 |       4437 |               sentence_transformers.sparse_encoder.model_card
import time:      1256 |       5692 |             sentence_transformers.sparse_encoder.model
import time:       609 |        609 |                                 sentence_transformers.sentence_transformer.losses.cosent
import time:       584 |        584 |                                     sentence_transformers.sentence_transformer.losses.cached_multiple_negatives_ranking
import time:       491 |       1074 |                                   sentence_transformers.sentence_transformer.losses.cached_gist_embed
import time:      1636 |       1636 |                                   sentence_transformers.sentence_transformer.losses.cached_multiple_negatives_symmetric_ranking
import time:       538 |       3248 |                                 sentence_transformers.sentence_transformer.losses.adaptive_layer
import time:       832 |        832 |                                 sentence_transformers.sentence_transformer.losses.angle
import time:       549 |        549 |                                   sentence_transformers.sentence_transformer.losses.batch_hard_triplet
import time:       638 |       1186 |                                 sentence_transformers.sentence_transformer.losses.batch_all_triplet
import time:       461 |        461 |                                 sentence_transformers.sentence_transformer.losses.batch_hard_soft_margin_triplet
import time:       423 |        423 |                                 sentence_transformers.sentence_transformer.losses.batch_semi_hard_triplet
import time:       470 |        470 |                                 sentence_transformers.sentence_transformer.losses.contrastive
import time:       450 |        450 |                                 sentence_transformers.sentence_transformer.losses.contrastive_tension
import time:       409 |        409 |                                 sentence_transformers.sentence_transformer.losses.cosine_similarity
import time:       461 |        461 |                                 sentence_transformers.sentence_transformer.losses.denoising_auto_encoder
import time:       423 |        423 |                                 sentence_transformers.sentence_transformer.losses.distill_kl_div
import time:       408 |        408 |                                 sentence_transformers.sentence_transformer.losses.embed_distill
import time:       443 |        443 |                                 sentence_transformers.sentence_transformer.losses.gist_embed
import time:       393 |        393 |                                 sentence_transformers.sentence_transformer.losses.global_orthogonal_regularization
import time:       373 |        373 |                                 sentence_transformers.sentence_transformer.losses.margin_mse
import time:       441 |        441 |                                 sentence_transformers.sentence_transformer.losses.matryoshka
import time:       432 |        432 |                                 sentence_transformers.sentence_transformer.losses.matryoshka_2d
import time:       440 |        440 |                                 sentence_transformers.sentence_transformer.losses.mega_batch_margin
import time:       370 |        370 |                                 sentence_transformers.sentence_transformer.losses.mse
import time:       451 |        451 |                                 sentence_transformers.sentence_transformer.losses.multiple_negatives_ranking
import time:       437 |        437 |                                 sentence_transformers.sentence_transformer.losses.multiple_negatives_symmetric_ranking
import time:       381 |        381 |                                 sentence_transformers.sentence_transformer.losses.online_contrastive
import time:       410 |        410 |                                 sentence_transformers.sentence_transformer.losses.softmax
import time:       463 |        463 |                                 sentence_transformers.sentence_transformer.losses.triplet
import time:       710 |      15111 |                               sentence_transformers.sentence_transformer.losses
import time:        24 |      15135 |                             sentence_transformers.sentence_transformer.losses.multiple_negatives_ranking
import time:       436 |      15570 |                           sentence_transformers.sparse_encoder.losses.sparse_multiple_negatives_ranking
import time:       891 |      16461 |                         sentence_transformers.sparse_encoder.losses.csr
import time:       409 |        409 |                         sentence_transformers.sparse_encoder.losses.flops
import time:       323 |        323 |                           sentence_transformers.sparse_encoder.losses.sparse_cosent
import time:       419 |        741 |                         sentence_transformers.sparse_encoder.losses.sparse_angle
import time:       393 |        393 |                         sentence_transformers.sparse_encoder.losses.sparse_cosine_similarity
import time:       403 |        403 |                         sentence_transformers.sparse_encoder.losses.sparse_distill_kl_div
import time:       378 |        378 |                         sentence_transformers.sparse_encoder.losses.sparse_margin_mse
import time:       342 |        342 |                         sentence_transformers.sparse_encoder.losses.sparse_mse
import time:       340 |        340 |                         sentence_transformers.sparse_encoder.losses.sparse_triplet
import time:       638 |        638 |                         sentence_transformers.sparse_encoder.losses.splade
import time:      2018 |       2018 |                         sentence_transformers.sparse_encoder.losses.cached_splade
import time:       494 |      22613 |                       sentence_transformers.sparse_encoder.losses
import time:        49 |      22661 |                     sentence_transformers.sparse_encoder.losses.splade
import time:      7367 |       7367 |                     sentence_transformers.sparse_encoder.training_args
import time:       678 |      30705 |                   sentence_transformers.sparse_encoder.callbacks.splade_callbacks
import time:       425 |      31130 |                 sentence_transformers.sparse_encoder.callbacks
import time:        41 |      31170 |               sentence_transformers.sparse_encoder.callbacks.splade_callbacks
import time:       884 |      32054 |             sentence_transformers.sparse_encoder.trainer
import time:       872 |      40048 |           sentence_transformers.sparse_encoder
import time:       728 |        728 |           sentence_transformers.util.deprecated_import
import time:       822 |    6344973 |         sentence_transformers
import time:       391 |    6345364 |       apps.workspace.services.embedding_service
import time:       541 |        541 |                     overrides.enforce
import time:      1251 |       1251 |                         overrides.typing_utils
import time:       674 |       1925 |                       overrides.signature
import time:       518 |       2443 |                     overrides.overrides
import time:       500 |       3483 |                   overrides
import time:     18721 |      22203 |                 chromadb.errors
import time:      2318 |       2318 |                 chromadb.base_types
import time:       125 |        125 |                 chromadb.is_thin_client
import time:       522 |        522 |                   pybase64._license
import time:       316 |        316 |                   pybase64._version
import time:       588 |        588 |                   pybase64._pybase64
import time:       734 |       2158 |                 pybase64
import time:     16569 |      43372 |               chromadb.api.types
import time:       702 |        702 |                 chromadb.execution
import time:       614 |        614 |                       chromadb.serde
import time:      6457 |       7071 |                     chromadb.api.configuration
import time:       635 |        635 |                         chromadb.utils
import time:       490 |        490 |                                       attrs.converters
import time:       315 |        315 |                                       attrs.exceptions
import time:       290 |        290 |                                       attrs.filters
import time:       276 |        276 |                                       attrs.setters
import time:       279 |        279 |                                       attrs.validators
import time:       731 |       2380 |                                     attrs
import time:       873 |        873 |                                             rpds.rpds
import time:       455 |       1328 |                                           rpds
import time:       442 |        442 |                                             referencing._attrs
import time:      3270 |       3712 |                                           referencing.exceptions
import time:       654 |        654 |                                           referencing.typing
import time:      4996 |      10688 |                                         referencing._core
import time:       493 |      11181 |                                       referencing
import time:        16 |      11196 |                                     referencing.exceptions
import time:       913 |        913 |                                     jsonschema._utils
import time:      1438 |      15926 |                                   jsonschema.exceptions
import time:       195 |        195 |                                   fqdn
import time:       128 |        128 |                                   rfc3987
import time:       120 |        120 |                                   rfc3986_validator
import time:       118 |        118 |                                   rfc3987_syntax
import time:       129 |        129 |                                   rfc3339_validator
import time:       118 |        118 |                                   webcolors
import time:       115 |        115 |                                   jsonpointer
import time:       114 |        114 |                                   uri_template
import time:       114 |        114 |                                   isoduration
import time:      1199 |      18272 |                                 jsonschema._format
import time:      1004 |       1004 |                                 jsonschema._types
import time:      1983 |       1983 |                                     referencing.jsonschema
import time:       682 |        682 |                                     jsonschema_specifications._core
import time:      6036 |       8700 |                                   jsonschema_specifications
import time:       607 |        607 |                                   jsonschema._keywords
import time:      1058 |       1058 |                                   jsonschema._legacy_keywords
import time:       690 |        690 |                                     jsonschema.protocols
import time:       757 |       1447 |                                   jsonschema._typing
import time:      4480 |      16289 |                                 jsonschema.validators
import time:       813 |      36377 |                               jsonschema
import time:       638 |      37015 |                             chromadb.utils.embedding_functions.schemas.schema_utils
import time:       757 |        757 |                             chromadb.utils.embedding_functions.schemas.registry
import time:       618 |      38389 |                           chromadb.utils.embedding_functions.schemas
import time:      1035 |      39424 |                         chromadb.utils.embedding_functions.cohere_embedding_function
import time:       777 |        777 |                         chromadb.utils.embedding_functions.openai_embedding_function
import time:       713 |        713 |                         chromadb.utils.embedding_functions.huggingface_embedding_function
import time:       593 |        593 |                         chromadb.utils.embedding_functions.sentence_transformer_embedding_function
import time:       871 |        871 |                         chromadb.utils.embedding_functions.google_embedding_function
import time:       610 |        610 |                         chromadb.utils.embedding_functions.ollama_embedding_function
import time:       582 |        582 |                         chromadb.utils.embedding_functions.instructor_embedding_function
import time:       781 |        781 |                         chromadb.utils.embedding_functions.jina_embedding_function
import time:       578 |        578 |                         chromadb.utils.embedding_functions.voyageai_embedding_function
import time:       950 |        950 |                         chromadb.utils.embedding_functions.onnx_mini_lm_l6_v2
import time:       644 |        644 |                         chromadb.utils.embedding_functions.open_clip_embedding_function
import time:       713 |        713 |                         chromadb.utils.embedding_functions.roboflow_embedding_function
import time:       665 |        665 |                         chromadb.utils.embedding_functions.text2vec_embedding_function
import time:      1056 |       1056 |                         chromadb.utils.embedding_functions.amazon_bedrock_embedding_function
import time:      1539 |       1539 |                         chromadb.utils.embedding_functions.chroma_langchain_embedding_function
import time:      1027 |       1027 |                         chromadb.utils.embedding_functions.baseten_embedding_function
import time:       765 |        765 |                         chromadb.utils.embedding_functions.cloudflare_workers_ai_embedding_function
import time:       671 |        671 |                         chromadb.utils.embedding_functions.together_ai_embedding_function
import time:       672 |        672 |                         chromadb.utils.embedding_functions.mistral_embedding_function
import time:       607 |        607 |                         chromadb.utils.embedding_functions.morph_embedding_function
import time:       681 |        681 |                         chromadb.utils.embedding_functions.nomic_embedding_function
import time:       467 |        467 |                           chromadb.utils.sparse_embedding_utils
import time:      1046 |       1513 |                         chromadb.utils.embedding_functions.huggingface_sparse_embedding_function
import time:       704 |        704 |                         chromadb.utils.embedding_functions.fastembed_sparse_embedding_function
import time:       734 |        734 |                         chromadb.utils.embedding_functions.bm25_embedding_function
import time:       446 |        446 |                           chromadb.utils.embedding_functions.utils
import time:       969 |       1415 |                         chromadb.utils.embedding_functions.chroma_cloud_qwen_embedding_function
import time:       796 |        796 |                         chromadb.utils.embedding_functions.chroma_cloud_splade_embedding_function
import time:       815 |        815 |                           chromadb.utils.embedding_functions.schemas.bm25_tokenizer
import time:      1000 |       1815 |                         chromadb.utils.embedding_functions.chroma_bm25_embedding_function
import time:       631 |        631 |                         chromadb.utils.embedding_functions.perplexity_embedding_function
import time:      1482 |      64632 |                       chromadb.utils.embedding_functions
import time:      1183 |      65814 |                     chromadb.api.collection_configuration
